Commodity,Date,Unit,Min Price,Max Price,Avg Price,Year,Month,DayOfWeek,Price Range
Carrot(Terai),2021-08-30,Kg,140,150,145.0,2021,8,Monday,10
Cabbage(Local),2021-08-30,Kg,50,60,55.0,2021,8,Monday,10
Cauli Local,2021-08-30,Kg,100,120,110.0,2021,8,Monday,20
Raddish Red,2021-08-30,Kg,30,40,35.0,2021,8,Monday,10
Raddish White(Local),2021-08-30,Kg,15,20,17.5,2021,8,Monday,5
Raddish White(Hybrid),2021-08-30,Kg,25,30,27.5,2021,8,Monday,5
Brinjal Long,2021-08-30,Kg,40,50,45.0,2021,8,Monday,10
Brinjal Round,2021-08-30,Kg,40,50,45.0,2021,8,Monday,10
Cow pea(Long),2021-08-30,Kg,70,90,80.0,2021,8,Monday,20
Cowpea(Short),2021-08-30,Kg,80,90,85.0,2021,8,Monday,10
French Bean(Local),2021-08-30,Kg,70,80,75.0,2021,8,Monday,10
French Bean(Hybrid),2021-08-30,Kg,70,80,75.0,2021,8,Monday,10
Sword Bean,2021-08-30,Kg,160,170,165.0,2021,8,Monday,10
Soyabean Green,2021-08-30,Kg,130,140,135.0,2021,8,Monday,10
Bitter Gourd,2021-08-30,Kg,30,40,35.0,2021,8,Monday,10
Bottle Gourd,2021-08-30,Kg,30,40,35.0,2021,8,Monday,10
Pointed Gourd(Local),2021-08-30,Kg,60,70,65.0,2021,8,Monday,10
Pointed Gourd(Terai),2021-08-30,Kg,60,70,65.0,2021,8,Monday,10
Smooth Gourd,2021-08-30,Kg,40,50,45.0,2021,8,Monday,10
Sponge Gourd,2021-08-30,Kg,40,50,45.0,2021,8,Monday,10
Pumpkin,2021-08-30,Kg,35,40,37.5,2021,8,Monday,5
Squash(Round),2021-08-30,Kg,60,70,65.0,2021,8,Monday,10
Okara,2021-08-30,Kg,60,70,65.0,2021,8,Monday,10
Arum,2021-08-30,Kg,60,70,65.0,2021,8,Monday,10
Christophine,2021-08-30,Kg,20,30,25.0,2021,8,Monday,10
Brd Leaf Mustard,2021-08-30,Kg,110,120,115.0,2021,8,Monday,10
Spinach Leaf,2021-08-30,Kg,120,130,125.0,2021,8,Monday,10
Cress Leaf,2021-08-30,Kg,180,200,190.0,2021,8,Monday,20
Mustard Leaf,2021-08-30,Kg,50,60,55.0,2021,8,Monday,10
Onion Green,2021-08-30,Kg,100,120,110.0,2021,8,Monday,20
Mushroom(Kanya),2021-08-30,Kg,180,200,190.0,2021,8,Monday,20
Mushroom(Button),2021-08-30,KG,350,400,375.0,2021,8,Monday,50
Neuro,2021-08-30,Kg,90,100,95.0,2021,8,Monday,10
Sugarbeet,2021-08-30,Kg,110,120,115.0,2021,8,Monday,10
Red Cabbbage,2021-08-30,Kg,300,350,325.0,2021,8,Monday,50
Lettuce,2021-08-30,Kg,110,120,115.0,2021,8,Monday,10
Celery,2021-08-30,Kg,320,350,335.0,2021,8,Monday,30
Mint,2021-08-30,Kg,320,350,335.0,2021,8,Monday,30
Turnip A,2021-08-30,Kg,70,80,75.0,2021,8,Monday,10
Tamarind,2021-08-30,Kg,140,150,145.0,2021,8,Monday,10
Bamboo Shoot,2021-08-30,Kg,90,100,95.0,2021,8,Monday,10
Tofu,2021-08-30,Kg,90,100,95.0,2021,8,Monday,10
Gundruk,2021-08-30,Kg,200,250,225.0,2021,8,Monday,50
Apple(Jholey),2021-08-30,Kg,200,220,210.0,2021,8,Monday,20
Banana,2021-08-30,Doz,110,120,115.0,2021,8,Monday,10
Lime,2021-08-30,Kg,180,200,190.0,2021,8,Monday,20
Pomegranate,2021-08-30,Kg,250,280,265.0,2021,8,Monday,30
Water Melon(Green),2021-08-30,Kg,50,60,55.0,2021,8,Monday,10
Sweet Orange,2021-08-30,Kg,120,130,125.0,2021,8,Monday,10
Pineapple,2021-08-30,1 Pc,180,200,190.0,2021,8,Monday,20
Cucumber(Local),2021-08-30,Kg,50,60,55.0,2021,8,Monday,10
Cucumber(Hybrid),2021-08-30,KG,20,25,22.5,2021,8,Monday,5
Jack Fruit,2021-08-30,Kg,40,50,45.0,2021,8,Monday,10
Pear(Local),2021-08-30,Kg,50,60,55.0,2021,8,Monday,10
Pear(Chinese),2021-08-30,Kg,220,230,225.0,2021,8,Monday,10
Papaya(Indian),2021-08-30,Kg,100,110,105.0,2021,8,Monday,10
Guava,2021-08-30,Kg,100,120,110.0,2021,8,Monday,20
Ginger,2021-08-30,Kg,80,90,85.0,2021,8,Monday,10
Chilli Dry,2021-08-30,Kg,300,320,310.0,2021,8,Monday,20
Chilli Green,2021-08-30,Kg,80,90,85.0,2021,8,Monday,10
Chilli Green(Bullet),2021-08-30,KG,120,130,125.0,2021,8,Monday,10
Chilli Green(Machhe),2021-08-30,KG,70,80,75.0,2021,8,Monday,10
Chilli Green(Akbare),2021-08-30,KG,280,300,290.0,2021,8,Monday,20
Capsicum,2021-08-30,Kg,90,100,95.0,2021,8,Monday,10
Garlic Green,2021-08-30,Kg,250,280,265.0,2021,8,Monday,30
Garlic Dry Chinese,2021-08-30,Kg,200,210,205.0,2021,8,Monday,10
Garlic Dry Nepali,2021-08-30,Kg,170,180,175.0,2021,8,Monday,10
Clive Dry,2021-08-30,Kg,250,300,275.0,2021,8,Monday,50
Clive Green,2021-08-30,Kg,200,220,210.0,2021,8,Monday,20
Fish Fresh(Rahu),2021-08-30,KG,280,290,285.0,2021,8,Monday,10
Fish Fresh(Bachuwa),2021-08-30,KG,225,235,230.0,2021,8,Monday,10
Fish Fresh(Chhadi),2021-08-30,KG,210,230,220.0,2021,8,Monday,20
Fish Fresh(Mungari),2021-08-30,KG,250,260,255.0,2021,8,Monday,10
Tomato Big(Indian),2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Tomato Small(Tunnel),2021-08-31,Kg,17,23,20.0,2021,8,Tuesday,6
Potato Red,2021-08-31,Kg,52,55,53.5,2021,8,Tuesday,3
Potato Red(Mude),2021-08-31,Kg,46,48,47.0,2021,8,Tuesday,2
Onion Dry (Indian),2021-08-31,Kg,48,50,49.0,2021,8,Tuesday,2
Carrot(Local),2021-08-31,Kg,140,150,145.0,2021,8,Tuesday,10
Carrot(Terai),2021-08-31,Kg,140,150,145.0,2021,8,Tuesday,10
Cabbage(Local),2021-08-31,Kg,30,40,35.0,2021,8,Tuesday,10
Cauli Local,2021-08-31,Kg,70,90,80.0,2021,8,Tuesday,20
Raddish Red,2021-08-31,Kg,30,40,35.0,2021,8,Tuesday,10
Raddish White(Local),2021-08-31,Kg,15,20,17.5,2021,8,Tuesday,5
Raddish White(Hybrid),2021-08-31,Kg,20,25,22.5,2021,8,Tuesday,5
Brinjal Long,2021-08-31,Kg,40,50,45.0,2021,8,Tuesday,10
Cow pea(Long),2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Cowpea(Short),2021-08-31,Kg,80,90,85.0,2021,8,Tuesday,10
French Bean(Local),2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
French Bean(Hybrid),2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
Sword Bean,2021-08-31,Kg,130,140,135.0,2021,8,Tuesday,10
Soyabean Green,2021-08-31,Kg,110,130,120.0,2021,8,Tuesday,20
Bitter Gourd,2021-08-31,Kg,30,40,35.0,2021,8,Tuesday,10
Bottle Gourd,2021-08-31,Kg,30,40,35.0,2021,8,Tuesday,10
Pointed Gourd(Local),2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
Pointed Gourd(Terai),2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
Snake Gourd,2021-08-31,Kg,20,30,25.0,2021,8,Tuesday,10
Smooth Gourd,2021-08-31,Kg,30,40,35.0,2021,8,Tuesday,10
Sponge Gourd,2021-08-31,Kg,40,50,45.0,2021,8,Tuesday,10
Pumpkin,2021-08-31,Kg,35,40,37.5,2021,8,Tuesday,5
Squash(Round),2021-08-31,Kg,40,50,45.0,2021,8,Tuesday,10
Okara,2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Arum,2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Christophine,2021-08-31,Kg,15,20,17.5,2021,8,Tuesday,5
Brd Leaf Mustard,2021-08-31,Kg,100,110,105.0,2021,8,Tuesday,10
Spinach Leaf,2021-08-31,Kg,100,110,105.0,2021,8,Tuesday,10
Cress Leaf,2021-08-31,Kg,180,200,190.0,2021,8,Tuesday,20
Mustard Leaf,2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Onion Green,2021-08-31,Kg,130,150,140.0,2021,8,Tuesday,20
Mushroom(Kanya),2021-08-31,Kg,200,220,210.0,2021,8,Tuesday,20
Neuro,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Sugarbeet,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Red Cabbbage,2021-08-31,Kg,300,320,310.0,2021,8,Tuesday,20
Lettuce,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Celery,2021-08-31,Kg,300,320,310.0,2021,8,Tuesday,20
Mint,2021-08-31,Kg,300,320,310.0,2021,8,Tuesday,20
Turnip A,2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
Tamarind,2021-08-31,Kg,140,150,145.0,2021,8,Tuesday,10
Bamboo Shoot,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Tofu,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Gundruk,2021-08-31,Kg,200,250,225.0,2021,8,Tuesday,50
Apple(Fuji),2021-08-31,KG,200,220,210.0,2021,8,Tuesday,20
Banana,2021-08-31,Doz,120,130,125.0,2021,8,Tuesday,10
Lime,2021-08-31,Kg,200,220,210.0,2021,8,Tuesday,20
Pomegranate,2021-08-31,Kg,260,280,270.0,2021,8,Tuesday,20
Water Melon(Green),2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Sweet Orange,2021-08-31,Kg,120,130,125.0,2021,8,Tuesday,10
Pineapple,2021-08-31,1 Pc,160,180,170.0,2021,8,Tuesday,20
Cucumber(Local),2021-08-31,Kg,40,50,45.0,2021,8,Tuesday,10
Cucumber(Hybrid),2021-08-31,KG,15,20,17.5,2021,8,Tuesday,5
Jack Fruit,2021-08-31,Kg,40,50,45.0,2021,8,Tuesday,10
Pear(Local),2021-08-31,Kg,50,60,55.0,2021,8,Tuesday,10
Pear(Chinese),2021-08-31,Kg,220,230,225.0,2021,8,Tuesday,10
Papaya(Indian),2021-08-31,Kg,100,110,105.0,2021,8,Tuesday,10
Guava,2021-08-31,Kg,100,120,110.0,2021,8,Tuesday,20
Mombin,2021-08-31,Kg,45,50,47.5,2021,8,Tuesday,5
Ginger,2021-08-31,Kg,80,90,85.0,2021,8,Tuesday,10
Chilli Dry,2021-08-31,Kg,300,320,310.0,2021,8,Tuesday,20
Chilli Green,2021-08-31,Kg,70,80,75.0,2021,8,Tuesday,10
Chilli Green(Bullet),2021-08-31,KG,110,120,115.0,2021,8,Tuesday,10
Chilli Green(Machhe),2021-08-31,KG,70,80,75.0,2021,8,Tuesday,10
Chilli Green(Akbare),2021-08-31,KG,280,300,290.0,2021,8,Tuesday,20
Capsicum,2021-08-31,Kg,90,100,95.0,2021,8,Tuesday,10
Garlic Green,2021-08-31,Kg,220,250,235.0,2021,8,Tuesday,30
Coriander Green,2021-08-31,Kg,150,200,175.0,2021,8,Tuesday,50
Garlic Dry Chinese,2021-08-31,Kg,200,210,205.0,2021,8,Tuesday,10
Garlic Dry Nepali,2021-08-31,Kg,170,180,175.0,2021,8,Tuesday,10
Clive Dry,2021-08-31,Kg,250,300,275.0,2021,8,Tuesday,50
Clive Green,2021-08-31,Kg,200,220,210.0,2021,8,Tuesday,20
Fish Fresh(Rahu),2021-08-31,KG,280,290,285.0,2021,8,Tuesday,10
Fish Fresh(Bachuwa),2021-08-31,KG,225,235,230.0,2021,8,Tuesday,10
Fish Fresh(Chhadi),2021-08-31,KG,220,240,230.0,2021,8,Tuesday,20
Fish Fresh(Mungari),2021-08-31,KG,250,260,255.0,2021,8,Tuesday,10
Tomato Big(Indian),2021-09-01,Kg,50,60,55.0,2021,9,Wednesday,10
Tomato Small(Tunnel),2021-09-01,Kg,15,22,18.5,2021,9,Wednesday,7
Potato Red,2021-09-01,Kg,52,55,53.5,2021,9,Wednesday,3
Potato Red(Indian),2021-09-01,KG,34,35,34.5,2021,9,Wednesday,1
Potato Red(Mude),2021-09-01,Kg,48,50,49.0,2021,9,Wednesday,2
Onion Dry (Indian),2021-09-01,Kg,50,55,52.5,2021,9,Wednesday,5
Carrot(Local),2021-09-01,Kg,140,150,145.0,2021,9,Wednesday,10
Carrot(Terai),2021-09-01,Kg,140,150,145.0,2021,9,Wednesday,10
Cabbage(Local),2021-09-01,Kg,25,35,30.0,2021,9,Wednesday,10
Cauli Local,2021-09-01,Kg,70,90,80.0,2021,9,Wednesday,20
Raddish Red,2021-09-01,Kg,30,40,35.0,2021,9,Wednesday,10
Raddish White(Local),2021-09-01,Kg,15,20,17.5,2021,9,Wednesday,5
Raddish White(Hybrid),2021-09-01,Kg,20,25,22.5,2021,9,Wednesday,5
Brinjal Long,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Brinjal Round,2021-09-01,Kg,50,60,55.0,2021,9,Wednesday,10
Cow pea(Long),2021-09-01,Kg,70,80,75.0,2021,9,Wednesday,10
Cowpea(Short),2021-09-01,Kg,70,80,75.0,2021,9,Wednesday,10
French Bean(Local),2021-09-01,Kg,80,100,90.0,2021,9,Wednesday,20
French Bean(Hybrid),2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Sword Bean,2021-09-01,Kg,120,140,130.0,2021,9,Wednesday,20
Soyabean Green,2021-09-01,Kg,80,100,90.0,2021,9,Wednesday,20
Bitter Gourd,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Bottle Gourd,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Pointed Gourd(Local),2021-09-01,Kg,80,90,85.0,2021,9,Wednesday,10
Pointed Gourd(Terai),2021-09-01,Kg,80,90,85.0,2021,9,Wednesday,10
Snake Gourd,2021-09-01,Kg,20,30,25.0,2021,9,Wednesday,10
Smooth Gourd,2021-09-01,Kg,40,60,50.0,2021,9,Wednesday,20
Sponge Gourd,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Pumpkin,2021-09-01,Kg,35,40,37.5,2021,9,Wednesday,5
Squash(Round),2021-09-01,Kg,50,60,55.0,2021,9,Wednesday,10
Okara,2021-09-01,Kg,55,70,62.5,2021,9,Wednesday,15
Barela,2021-09-01,Kg,150,200,175.0,2021,9,Wednesday,50
Arum,2021-09-01,Kg,50,60,55.0,2021,9,Wednesday,10
Brd Leaf Mustard,2021-09-01,Kg,110,120,115.0,2021,9,Wednesday,10
Spinach Leaf,2021-09-01,Kg,120,130,125.0,2021,9,Wednesday,10
Cress Leaf,2021-09-01,Kg,180,200,190.0,2021,9,Wednesday,20
Mustard Leaf,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Onion Green,2021-09-01,Kg,120,130,125.0,2021,9,Wednesday,10
Mushroom(Kanya),2021-09-01,Kg,200,220,210.0,2021,9,Wednesday,20
Neuro,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Brocauli,2021-09-01,Kg,240,260,250.0,2021,9,Wednesday,20
Sugarbeet,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Red Cabbbage,2021-09-01,Kg,320,350,335.0,2021,9,Wednesday,30
Lettuce,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Celery,2021-09-01,Kg,320,350,335.0,2021,9,Wednesday,30
Mint,2021-09-01,Kg,320,350,335.0,2021,9,Wednesday,30
Turnip A,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Tamarind,2021-09-01,Kg,140,150,145.0,2021,9,Wednesday,10
Bamboo Shoot,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Tofu,2021-09-01,Kg,90,100,95.0,2021,9,Wednesday,10
Gundruk,2021-09-01,Kg,200,250,225.0,2021,9,Wednesday,50
Apple(Fuji),2021-09-01,KG,200,220,210.0,2021,9,Wednesday,20
Banana,2021-09-01,Doz,110,120,115.0,2021,9,Wednesday,10
Lime,2021-09-01,Kg,200,220,210.0,2021,9,Wednesday,20
Pomegranate,2021-09-01,Kg,250,260,255.0,2021,9,Wednesday,10
Water Melon(Green),2021-09-01,Kg,60,70,65.0,2021,9,Wednesday,10
Sweet Orange,2021-09-01,Kg,120,130,125.0,2021,9,Wednesday,10
Pineapple,2021-09-01,1 Pc,160,180,170.0,2021,9,Wednesday,20
Cucumber(Local),2021-09-01,Kg,30,40,35.0,2021,9,Wednesday,10
Cucumber(Hybrid),2021-09-01,KG,15,20,17.5,2021,9,Wednesday,5
Jack Fruit,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Pear(Local),2021-09-01,Kg,50,60,55.0,2021,9,Wednesday,10
Pear(Chinese),2021-09-01,Kg,220,230,225.0,2021,9,Wednesday,10
Papaya(Indian),2021-09-01,Kg,100,110,105.0,2021,9,Wednesday,10
Guava,2021-09-01,Kg,100,120,110.0,2021,9,Wednesday,20
Mombin,2021-09-01,Kg,40,50,45.0,2021,9,Wednesday,10
Ginger,2021-09-01,Kg,80,90,85.0,2021,9,Wednesday,10
Chilli Dry,2021-09-01,Kg,300,320,310.0,2021,9,Wednesday,20
Chilli Green,2021-09-01,Kg,60,70,65.0,2021,9,Wednesday,10
Chilli Green(Bullet),2021-09-01,KG,90,100,95.0,2021,9,Wednesday,10
Chilli Green(Machhe),2021-09-01,KG,50,60,55.0,2021,9,Wednesday,10
Chilli Green(Akbare),2021-09-01,KG,280,300,290.0,2021,9,Wednesday,20
Capsicum,2021-09-01,Kg,60,70,65.0,2021,9,Wednesday,10
Garlic Green,2021-09-01,Kg,240,250,245.0,2021,9,Wednesday,10
Coriander Green,2021-09-01,Kg,150,200,175.0,2021,9,Wednesday,50
Garlic Dry Chinese,2021-09-01,Kg,200,210,205.0,2021,9,Wednesday,10
Garlic Dry Nepali,2021-09-01,Kg,170,180,175.0,2021,9,Wednesday,10
Clive Dry,2021-09-01,Kg,250,300,275.0,2021,9,Wednesday,50
Clive Green,2021-09-01,Kg,200,220,210.0,2021,9,Wednesday,20
Fish Fresh(Rahu),2021-09-01,KG,280,290,285.0,2021,9,Wednesday,10
Fish Fresh(Bachuwa),2021-09-01,KG,225,235,230.0,2021,9,Wednesday,10
Fish Fresh(Chhadi),2021-09-01,KG,220,240,230.0,2021,9,Wednesday,20
Fish Fresh(Mungari),2021-09-01,KG,250,260,255.0,2021,9,Wednesday,10
Tomato Big(Indian),2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Tomato Small(Tunnel),2021-09-02,Kg,15,22,18.5,2021,9,Thursday,7
Potato Red,2021-09-02,Kg,52,55,53.5,2021,9,Thursday,3
Potato Red(Indian),2021-09-02,KG,34,35,34.5,2021,9,Thursday,1
Potato Red(Mude),2021-09-02,Kg,48,50,49.0,2021,9,Thursday,2
Potato White,2021-09-02,Kg,40,42,41.0,2021,9,Thursday,2
Onion Dry (Indian),2021-09-02,Kg,48,50,49.0,2021,9,Thursday,2
Carrot(Local),2021-09-02,Kg,140,150,145.0,2021,9,Thursday,10
Carrot(Terai),2021-09-02,Kg,140,150,145.0,2021,9,Thursday,10
Cabbage(Local),2021-09-02,Kg,30,40,35.0,2021,9,Thursday,10
Cauli Local,2021-09-02,Kg,90,110,100.0,2021,9,Thursday,20
Raddish Red,2021-09-02,Kg,30,40,35.0,2021,9,Thursday,10
Raddish White(Local),2021-09-02,Kg,20,25,22.5,2021,9,Thursday,5
Raddish White(Hybrid),2021-09-02,Kg,30,35,32.5,2021,9,Thursday,5
Brinjal Long,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Brinjal Round,2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Cow pea(Long),2021-09-02,Kg,80,100,90.0,2021,9,Thursday,20
Cowpea(Short),2021-09-02,Kg,80,90,85.0,2021,9,Thursday,10
French Bean(Local),2021-09-02,Kg,100,110,105.0,2021,9,Thursday,10
French Bean(Hybrid),2021-09-02,Kg,100,110,105.0,2021,9,Thursday,10
Sword Bean,2021-09-02,Kg,120,130,125.0,2021,9,Thursday,10
Soyabean Green,2021-09-02,Kg,110,120,115.0,2021,9,Thursday,10
Bitter Gourd,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Bottle Gourd,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Pointed Gourd(Local),2021-09-02,Kg,80,100,90.0,2021,9,Thursday,20
Pointed Gourd(Terai),2021-09-02,Kg,80,100,90.0,2021,9,Thursday,20
Snake Gourd,2021-09-02,Kg,20,25,22.5,2021,9,Thursday,5
Smooth Gourd,2021-09-02,Kg,40,60,50.0,2021,9,Thursday,20
Sponge Gourd,2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Pumpkin,2021-09-02,Kg,35,40,37.5,2021,9,Thursday,5
Squash(Round),2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Okara,2021-09-02,Kg,70,80,75.0,2021,9,Thursday,10
Arum,2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Brd Leaf Mustard,2021-09-02,Kg,120,130,125.0,2021,9,Thursday,10
Spinach Leaf,2021-09-02,Kg,120,130,125.0,2021,9,Thursday,10
Cress Leaf,2021-09-02,Kg,180,200,190.0,2021,9,Thursday,20
Mustard Leaf,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Onion Green,2021-09-02,Kg,130,140,135.0,2021,9,Thursday,10
Mushroom(Kanya),2021-09-02,Kg,200,220,210.0,2021,9,Thursday,20
Mushroom(Button),2021-09-02,KG,380,400,390.0,2021,9,Thursday,20
Neuro,2021-09-02,Kg,90,100,95.0,2021,9,Thursday,10
Sugarbeet,2021-09-02,Kg,90,100,95.0,2021,9,Thursday,10
Red Cabbbage,2021-09-02,Kg,320,350,335.0,2021,9,Thursday,30
Lettuce,2021-09-02,Kg,90,100,95.0,2021,9,Thursday,10
Celery,2021-09-02,Kg,320,350,335.0,2021,9,Thursday,30
Mint,2021-09-02,Kg,320,350,335.0,2021,9,Thursday,30
Turnip A,2021-09-02,Kg,80,90,85.0,2021,9,Thursday,10
Tamarind,2021-09-02,Kg,140,150,145.0,2021,9,Thursday,10
Bamboo Shoot,2021-09-02,Kg,90,100,95.0,2021,9,Thursday,10
Tofu,2021-09-02,Kg,90,100,95.0,2021,9,Thursday,10
Gundruk,2021-09-02,Kg,200,250,225.0,2021,9,Thursday,50
Apple(Jholey),2021-09-02,Kg,200,220,210.0,2021,9,Thursday,20
Banana,2021-09-02,Doz,110,120,115.0,2021,9,Thursday,10
Lime,2021-09-02,Kg,180,200,190.0,2021,9,Thursday,20
Pomegranate,2021-09-02,Kg,260,280,270.0,2021,9,Thursday,20
Water Melon(Green),2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Sweet Orange,2021-09-02,Kg,120,130,125.0,2021,9,Thursday,10
Pineapple,2021-09-02,1 Pc,160,180,170.0,2021,9,Thursday,20
Cucumber(Local),2021-09-02,Kg,30,40,35.0,2021,9,Thursday,10
Cucumber(Hybrid),2021-09-02,KG,15,20,17.5,2021,9,Thursday,5
Jack Fruit,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Pear(Local),2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Pear(Chinese),2021-09-02,Kg,220,230,225.0,2021,9,Thursday,10
Papaya(Indian),2021-09-02,Kg,100,110,105.0,2021,9,Thursday,10
Guava,2021-09-02,Kg,80,90,85.0,2021,9,Thursday,10
Mombin,2021-09-02,Kg,40,50,45.0,2021,9,Thursday,10
Ginger,2021-09-02,Kg,80,90,85.0,2021,9,Thursday,10
Chilli Dry,2021-09-02,Kg,300,320,310.0,2021,9,Thursday,20
Chilli Green,2021-09-02,Kg,50,60,55.0,2021,9,Thursday,10
Chilli Green(Bullet),2021-09-02,KG,90,100,95.0,2021,9,Thursday,10
Chilli Green(Machhe),2021-09-02,KG,50,60,55.0,2021,9,Thursday,10
Chilli Green(Akbare),2021-09-02,KG,280,300,290.0,2021,9,Thursday,20
Capsicum,2021-09-02,Kg,60,70,65.0,2021,9,Thursday,10
Garlic Green,2021-09-02,Kg,240,250,245.0,2021,9,Thursday,10
Coriander Green,2021-09-02,Kg,250,300,275.0,2021,9,Thursday,50
Garlic Dry Chinese,2021-09-02,Kg,200,210,205.0,2021,9,Thursday,10
Garlic Dry Nepali,2021-09-02,Kg,170,180,175.0,2021,9,Thursday,10
Fish Fresh(Rahu),2021-09-02,KG,280,290,285.0,2021,9,Thursday,10
Fish Fresh(Bachuwa),2021-09-02,KG,225,235,230.0,2021,9,Thursday,10
Fish Fresh(Chhadi),2021-09-02,KG,220,240,230.0,2021,9,Thursday,20
Fish Fresh(Mungari),2021-09-02,KG,250,260,255.0,2021,9,Thursday,10
Tomato Big(Indian),2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Tomato Small(Tunnel),2021-09-03,Kg,16,24,20.0,2021,9,Friday,8
Potato Red,2021-09-03,Kg,55,60,57.5,2021,9,Friday,5
Potato Red(Indian),2021-09-03,KG,30,32,31.0,2021,9,Friday,2
Potato Red(Mude),2021-09-03,Kg,48,50,49.0,2021,9,Friday,2
Potato White,2021-09-03,Kg,40,42,41.0,2021,9,Friday,2
Onion Dry (Indian),2021-09-03,Kg,48,50,49.0,2021,9,Friday,2
Carrot(Local),2021-09-03,Kg,140,150,145.0,2021,9,Friday,10
Carrot(Terai),2021-09-03,Kg,140,150,145.0,2021,9,Friday,10
Cabbage(Local),2021-09-03,Kg,30,40,35.0,2021,9,Friday,10
Cauli Local,2021-09-03,Kg,110,120,115.0,2021,9,Friday,10
Raddish Red,2021-09-03,Kg,30,40,35.0,2021,9,Friday,10
Raddish White(Local),2021-09-03,Kg,15,20,17.5,2021,9,Friday,5
Raddish White(Hybrid),2021-09-03,Kg,25,30,27.5,2021,9,Friday,5
Brinjal Long,2021-09-03,Kg,40,50,45.0,2021,9,Friday,10
Cow pea(Long),2021-09-03,Kg,80,100,90.0,2021,9,Friday,20
French Bean(Hybrid),2021-09-03,Kg,80,90,85.0,2021,9,Friday,10
Sword Bean,2021-09-03,Kg,140,150,145.0,2021,9,Friday,10
Soyabean Green,2021-09-03,Kg,120,130,125.0,2021,9,Friday,10
Bitter Gourd,2021-09-03,Kg,40,50,45.0,2021,9,Friday,10
Bottle Gourd,2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Pointed Gourd(Local),2021-09-03,Kg,80,90,85.0,2021,9,Friday,10
Pointed Gourd(Terai),2021-09-03,Kg,80,90,85.0,2021,9,Friday,10
Snake Gourd,2021-09-03,Kg,20,25,22.5,2021,9,Friday,5
Smooth Gourd,2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Sponge Gourd,2021-09-03,Kg,70,80,75.0,2021,9,Friday,10
Pumpkin,2021-09-03,Kg,40,45,42.5,2021,9,Friday,5
Squash(Round),2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Okara,2021-09-03,Kg,70,80,75.0,2021,9,Friday,10
Arum,2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Christophine,2021-09-03,Kg,20,25,22.5,2021,9,Friday,5
Brd Leaf Mustard,2021-09-03,Kg,140,150,145.0,2021,9,Friday,10
Spinach Leaf,2021-09-03,Kg,180,190,185.0,2021,9,Friday,10
Cress Leaf,2021-09-03,Kg,190,200,195.0,2021,9,Friday,10
Mustard Leaf,2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Onion Green,2021-09-03,Kg,120,140,130.0,2021,9,Friday,20
