Commodity,Date,Unit,Min Price,Max Price,Avg Price,Year,Month,DayOfWeek,Price Range
Mushroom(Kanya),2021-09-03,Kg,200,220,210.0,2021,9,Friday,20
Mushroom(Button),2021-09-03,KG,340,360,350.0,2021,9,Friday,20
Neuro,2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Sugarbeet,2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Red Cabbbage,2021-09-03,Kg,350,400,375.0,2021,9,Friday,50
Lettuce,2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Celery,2021-09-03,Kg,320,350,335.0,2021,9,Friday,30
Mint,2021-09-03,Kg,320,350,335.0,2021,9,Friday,30
Turnip A,2021-09-03,Kg,80,90,85.0,2021,9,Friday,10
Tamarind,2021-09-03,Kg,140,150,145.0,2021,9,Friday,10
Bamboo Shoot,2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Tofu,2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Gundruk,2021-09-03,Kg,200,250,225.0,2021,9,Friday,50
Apple(Fuji),2021-09-03,KG,200,220,210.0,2021,9,Friday,20
Banana,2021-09-03,Doz,110,120,115.0,2021,9,Friday,10
Lime,2021-09-03,Kg,190,200,195.0,2021,9,Friday,10
Pomegranate,2021-09-03,Kg,250,260,255.0,2021,9,Friday,10
Water Melon(Green),2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Sweet Orange,2021-09-03,Kg,120,130,125.0,2021,9,Friday,10
Pineapple,2021-09-03,1 Pc,160,180,170.0,2021,9,Friday,20
Cucumber(Local),2021-09-03,Kg,30,40,35.0,2021,9,Friday,10
Cucumber(Hybrid),2021-09-03,KG,15,20,17.5,2021,9,Friday,5
Jack Fruit,2021-09-03,Kg,40,50,45.0,2021,9,Friday,10
Pear(Local),2021-09-03,Kg,50,60,55.0,2021,9,Friday,10
Pear(Chinese),2021-09-03,Kg,220,230,225.0,2021,9,Friday,10
Papaya(Indian),2021-09-03,Kg,90,100,95.0,2021,9,Friday,10
Guava,2021-09-03,Kg,100,110,105.0,2021,9,Friday,10
Mombin,2021-09-03,Kg,40,50,45.0,2021,9,Friday,10
Ginger,2021-09-03,Kg,80,90,85.0,2021,9,Friday,10
Chilli Dry,2021-09-03,Kg,300,320,310.0,2021,9,Friday,20
Chilli Green,2021-09-03,Kg,60,70,65.0,2021,9,Friday,10
Chilli Green(Bullet),2021-09-03,KG,90,100,95.0,2021,9,Friday,10
Chilli Green(Machhe),2021-09-03,KG,50,60,55.0,2021,9,Friday,10
Chilli Green(Akbare),2021-09-03,KG,280,300,290.0,2021,9,Friday,20
Capsicum,2021-09-03,Kg,70,80,75.0,2021,9,Friday,10
Garlic Green,2021-09-03,Kg,240,250,245.0,2021,9,Friday,10
Coriander Green,2021-09-03,Kg,300,350,325.0,2021,9,Friday,50
Garlic Dry Chinese,2021-09-03,Kg,200,210,205.0,2021,9,Friday,10
Garlic Dry Nepali,2021-09-03,Kg,160,170,165.0,2021,9,Friday,10
Clive Dry,2021-09-03,Kg,250,280,265.0,2021,9,Friday,30
Clive Green,2021-09-03,Kg,200,220,210.0,2021,9,Friday,20
Fish Fresh(Rahu),2021-09-03,KG,280,290,285.0,2021,9,Friday,10
Fish Fresh(Bachuwa),2021-09-03,KG,225,235,230.0,2021,9,Friday,10
Fish Fresh(Chhadi),2021-09-03,KG,220,240,230.0,2021,9,Friday,20
Fish Fresh(Mungari),2021-09-03,KG,250,260,255.0,2021,9,Friday,10
Tomato Big(Indian),2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Tomato Small(Tunnel),2021-09-04,Kg,16,24,20.0,2021,9,Saturday,8
Potato Red,2021-09-04,Kg,55,60,57.5,2021,9,Saturday,5
Potato Red(Indian),2021-09-04,KG,30,32,31.0,2021,9,Saturday,2
Potato Red(Mude),2021-09-04,Kg,45,48,46.5,2021,9,Saturday,3
Potato White,2021-09-04,Kg,40,42,41.0,2021,9,Saturday,2
Onion Dry (Indian),2021-09-04,Kg,50,52,51.0,2021,9,Saturday,2
Carrot(Local),2021-09-04,Kg,140,150,145.0,2021,9,Saturday,10
Carrot(Terai),2021-09-04,Kg,120,130,125.0,2021,9,Saturday,10
Cabbage(Local),2021-09-04,Kg,30,40,35.0,2021,9,Saturday,10
Cauli Local,2021-09-04,Kg,110,120,115.0,2021,9,Saturday,10
Raddish Red,2021-09-04,Kg,30,40,35.0,2021,9,Saturday,10
Raddish White(Local),2021-09-04,Kg,15,20,17.5,2021,9,Saturday,5
Raddish White(Hybrid),2021-09-04,Kg,25,30,27.5,2021,9,Saturday,5
Brinjal Long,2021-09-04,Kg,40,50,45.0,2021,9,Saturday,10
Brinjal Round,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Cow pea(Long),2021-09-04,Kg,80,100,90.0,2021,9,Saturday,20
Cowpea(Short),2021-09-04,Kg,80,90,85.0,2021,9,Saturday,10
French Bean(Local),2021-09-04,Kg,110,120,115.0,2021,9,Saturday,10
French Bean(Hybrid),2021-09-04,Kg,110,120,115.0,2021,9,Saturday,10
Sword Bean,2021-09-04,Kg,130,140,135.0,2021,9,Saturday,10
Soyabean Green,2021-09-04,Kg,100,110,105.0,2021,9,Saturday,10
Bitter Gourd,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Bottle Gourd,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Pointed Gourd(Local),2021-09-04,Kg,70,80,75.0,2021,9,Saturday,10
Pointed Gourd(Terai),2021-09-04,Kg,60,70,65.0,2021,9,Saturday,10
Snake Gourd,2021-09-04,Kg,25,30,27.5,2021,9,Saturday,5
Smooth Gourd,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Sponge Gourd,2021-09-04,Kg,70,80,75.0,2021,9,Saturday,10
Pumpkin,2021-09-04,Kg,40,45,42.5,2021,9,Saturday,5
Squash(Round),2021-09-04,Kg,40,50,45.0,2021,9,Saturday,10
Okara,2021-09-04,Kg,60,70,65.0,2021,9,Saturday,10
Arum,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Christophine,2021-09-04,Kg,15,20,17.5,2021,9,Saturday,5
Brd Leaf Mustard,2021-09-04,Kg,120,130,125.0,2021,9,Saturday,10
Spinach Leaf,2021-09-04,Kg,180,200,190.0,2021,9,Saturday,20
Cress Leaf,2021-09-04,Kg,180,200,190.0,2021,9,Saturday,20
Mustard Leaf,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Onion Green,2021-09-04,Kg,110,120,115.0,2021,9,Saturday,10
Mushroom(Kanya),2021-09-04,Kg,180,200,190.0,2021,9,Saturday,20
Mushroom(Button),2021-09-04,KG,340,360,350.0,2021,9,Saturday,20
Neuro,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Sugarbeet,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Red Cabbbage,2021-09-04,Kg,320,350,335.0,2021,9,Saturday,30
Lettuce,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Celery,2021-09-04,Kg,320,350,335.0,2021,9,Saturday,30
Mint,2021-09-04,Kg,320,350,335.0,2021,9,Saturday,30
Turnip A,2021-09-04,Kg,80,90,85.0,2021,9,Saturday,10
Tamarind,2021-09-04,Kg,140,150,145.0,2021,9,Saturday,10
Bamboo Shoot,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Tofu,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Gundruk,2021-09-04,Kg,200,250,225.0,2021,9,Saturday,50
Apple(Fuji),2021-09-04,KG,200,220,210.0,2021,9,Saturday,20
Banana,2021-09-04,Doz,110,120,115.0,2021,9,Saturday,10
Lime,2021-09-04,Kg,180,200,190.0,2021,9,Saturday,20
Pomegranate,2021-09-04,Kg,250,280,265.0,2021,9,Saturday,30
Water Melon(Green),2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Sweet Orange,2021-09-04,Kg,120,130,125.0,2021,9,Saturday,10
Pineapple,2021-09-04,1 Pc,160,180,170.0,2021,9,Saturday,20
Cucumber(Local),2021-09-04,Kg,30,40,35.0,2021,9,Saturday,10
Cucumber(Hybrid),2021-09-04,KG,15,20,17.5,2021,9,Saturday,5
Jack Fruit,2021-09-04,Kg,40,50,45.0,2021,9,Saturday,10
Pear(Local),2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Pear(Chinese),2021-09-04,Kg,220,230,225.0,2021,9,Saturday,10
Papaya(Indian),2021-09-04,Kg,100,110,105.0,2021,9,Saturday,10
Guava,2021-09-04,Kg,100,120,110.0,2021,9,Saturday,20
Mombin,2021-09-04,Kg,40,50,45.0,2021,9,Saturday,10
Ginger,2021-09-04,Kg,90,100,95.0,2021,9,Saturday,10
Chilli Dry,2021-09-04,Kg,300,320,310.0,2021,9,Saturday,20
Chilli Green,2021-09-04,Kg,50,60,55.0,2021,9,Saturday,10
Chilli Green(Bullet),2021-09-04,KG,90,100,95.0,2021,9,Saturday,10
Chilli Green(Machhe),2021-09-04,KG,50,60,55.0,2021,9,Saturday,10
Chilli Green(Akbare),2021-09-04,KG,280,300,290.0,2021,9,Saturday,20
Capsicum,2021-09-04,Kg,80,90,85.0,2021,9,Saturday,10
Garlic Green,2021-09-04,Kg,240,250,245.0,2021,9,Saturday,10
Garlic Dry Chinese,2021-09-04,Kg,200,210,205.0,2021,9,Saturday,10
Garlic Dry Nepali,2021-09-04,Kg,160,170,165.0,2021,9,Saturday,10
Clive Dry,2021-09-04,Kg,250,300,275.0,2021,9,Saturday,50
Clive Green,2021-09-04,Kg,180,200,190.0,2021,9,Saturday,20
Fish Fresh(Rahu),2021-09-04,KG,280,290,285.0,2021,9,Saturday,10
Fish Fresh(Bachuwa),2021-09-04,KG,225,235,230.0,2021,9,Saturday,10
Fish Fresh(Chhadi),2021-09-04,KG,220,240,230.0,2021,9,Saturday,20
Fish Fresh(Mungari),2021-09-04,KG,250,260,255.0,2021,9,Saturday,10
Tomato Big(Nepali),2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Tomato Big(Indian),2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Tomato Small(Tunnel),2021-09-05,Kg,16,24,20.0,2021,9,Sunday,8
Potato Red,2021-09-05,Kg,55,60,57.5,2021,9,Sunday,5
Potato Red(Indian),2021-09-05,KG,30,32,31.0,2021,9,Sunday,2
Potato Red(Mude),2021-09-05,Kg,45,48,46.5,2021,9,Sunday,3
Potato White,2021-09-05,Kg,40,42,41.0,2021,9,Sunday,2
Onion Dry (Indian),2021-09-05,Kg,50,52,51.0,2021,9,Sunday,2
Carrot(Local),2021-09-05,Kg,140,150,145.0,2021,9,Sunday,10
Carrot(Terai),2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
Cabbage(Local),2021-09-05,Kg,30,40,35.0,2021,9,Sunday,10
Cauli Local,2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
Raddish Red,2021-09-05,Kg,30,40,35.0,2021,9,Sunday,10
Raddish White(Local),2021-09-05,Kg,15,20,17.5,2021,9,Sunday,5
Raddish White(Hybrid),2021-09-05,Kg,25,30,27.5,2021,9,Sunday,5
Brinjal Long,2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Brinjal Round,2021-09-05,Kg,60,70,65.0,2021,9,Sunday,10
Cow pea(Long),2021-09-05,Kg,80,90,85.0,2021,9,Sunday,10
Cowpea(Short),2021-09-05,Kg,80,90,85.0,2021,9,Sunday,10
French Bean(Local),2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
French Bean(Hybrid),2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
Sword Bean,2021-09-05,Kg,130,140,135.0,2021,9,Sunday,10
Soyabean Green,2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
Bitter Gourd,2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Bottle Gourd,2021-09-05,Kg,40,50,45.0,2021,9,Sunday,10
Pointed Gourd(Local),2021-09-05,Kg,70,80,75.0,2021,9,Sunday,10
Pointed Gourd(Terai),2021-09-05,Kg,60,70,65.0,2021,9,Sunday,10
Snake Gourd,2021-09-05,Kg,30,35,32.5,2021,9,Sunday,5
Smooth Gourd,2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Sponge Gourd,2021-09-05,Kg,70,80,75.0,2021,9,Sunday,10
Pumpkin,2021-09-05,Kg,40,50,45.0,2021,9,Sunday,10
Squash(Round),2021-09-05,Kg,40,50,45.0,2021,9,Sunday,10
Okara,2021-09-05,Kg,60,70,65.0,2021,9,Sunday,10
Arum,2021-09-05,Kg,60,70,65.0,2021,9,Sunday,10
Christophine,2021-09-05,Kg,15,25,20.0,2021,9,Sunday,10
Brd Leaf Mustard,2021-09-05,Kg,120,130,125.0,2021,9,Sunday,10
Spinach Leaf,2021-09-05,Kg,180,200,190.0,2021,9,Sunday,20
Cress Leaf,2021-09-05,Kg,180,200,190.0,2021,9,Sunday,20
Mustard Leaf,2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Onion Green,2021-09-05,Kg,110,120,115.0,2021,9,Sunday,10
Mushroom(Kanya),2021-09-05,Kg,200,220,210.0,2021,9,Sunday,20
Mushroom(Button),2021-09-05,KG,360,370,365.0,2021,9,Sunday,10
Neuro,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Sugarbeet,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Red Cabbbage,2021-09-05,Kg,320,350,335.0,2021,9,Sunday,30
Lettuce,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Celery,2021-09-05,Kg,320,350,335.0,2021,9,Sunday,30
Mint,2021-09-05,Kg,320,350,335.0,2021,9,Sunday,30
Turnip A,2021-09-05,Kg,80,90,85.0,2021,9,Sunday,10
Tamarind,2021-09-05,Kg,140,150,145.0,2021,9,Sunday,10
Bamboo Shoot,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Tofu,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Gundruk,2021-09-05,Kg,200,250,225.0,2021,9,Sunday,50
Apple(Fuji),2021-09-05,KG,200,220,210.0,2021,9,Sunday,20
Banana,2021-09-05,Doz,110,120,115.0,2021,9,Sunday,10
Lime,2021-09-05,Kg,180,200,190.0,2021,9,Sunday,20
Pomegranate,2021-09-05,Kg,250,280,265.0,2021,9,Sunday,30
Water Melon(Green),2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Sweet Orange,2021-09-05,Kg,120,130,125.0,2021,9,Sunday,10
Pineapple,2021-09-05,1 Pc,160,180,170.0,2021,9,Sunday,20
Cucumber(Local),2021-09-05,Kg,30,40,35.0,2021,9,Sunday,10
Cucumber(Hybrid),2021-09-05,KG,15,20,17.5,2021,9,Sunday,5
Jack Fruit,2021-09-05,Kg,40,50,45.0,2021,9,Sunday,10
Pear(Local),2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Pear(Chinese),2021-09-05,Kg,220,230,225.0,2021,9,Sunday,10
Papaya(Indian),2021-09-05,Kg,100,110,105.0,2021,9,Sunday,10
Guava,2021-09-05,Kg,100,120,110.0,2021,9,Sunday,20
Mombin,2021-09-05,Kg,40,50,45.0,2021,9,Sunday,10
Ginger,2021-09-05,Kg,90,100,95.0,2021,9,Sunday,10
Chilli Dry,2021-09-05,Kg,300,320,310.0,2021,9,Sunday,20
Chilli Green,2021-09-05,Kg,50,60,55.0,2021,9,Sunday,10
Chilli Green(Bullet),2021-09-05,KG,90,100,95.0,2021,9,Sunday,10
Chilli Green(Machhe),2021-09-05,KG,50,60,55.0,2021,9,Sunday,10
Chilli Green(Akbare),2021-09-05,KG,280,300,290.0,2021,9,Sunday,20
Capsicum,2021-09-05,Kg,70,80,75.0,2021,9,Sunday,10
Garlic Green,2021-09-05,Kg,240,250,245.0,2021,9,Sunday,10
Coriander Green,2021-09-05,Kg,250,300,275.0,2021,9,Sunday,50
Garlic Dry Chinese,2021-09-05,Kg,200,210,205.0,2021,9,Sunday,10
Garlic Dry Nepali,2021-09-05,Kg,160,170,165.0,2021,9,Sunday,10
Clive Dry,2021-09-05,Kg,250,300,275.0,2021,9,Sunday,50
Clive Green,2021-09-05,Kg,180,200,190.0,2021,9,Sunday,20
Fish Fresh(Rahu),2021-09-05,KG,280,290,285.0,2021,9,Sunday,10
Fish Fresh(Bachuwa),2021-09-05,KG,225,235,230.0,2021,9,Sunday,10
Fish Fresh(Chhadi),2021-09-05,KG,220,240,230.0,2021,9,Sunday,20
Fish Fresh(Mungari),2021-09-05,KG,250,260,255.0,2021,9,Sunday,10
Tomato Big(Indian),2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Tomato Small(Tunnel),2021-09-06,Kg,15,22,18.5,2021,9,Monday,7
Potato Red,2021-09-06,Kg,55,60,57.5,2021,9,Monday,5
Potato Red(Indian),2021-09-06,KG,28,30,29.0,2021,9,Monday,2
Potato Red(Mude),2021-09-06,Kg,45,50,47.5,2021,9,Monday,5
Potato White,2021-09-06,Kg,42,43,42.5,2021,9,Monday,1
Onion Dry (Indian),2021-09-06,Kg,48,50,49.0,2021,9,Monday,2
Carrot(Local),2021-09-06,Kg,120,130,125.0,2021,9,Monday,10
Carrot(Terai),2021-09-06,Kg,110,120,115.0,2021,9,Monday,10
Cabbage(Local),2021-09-06,Kg,30,40,35.0,2021,9,Monday,10
Cauli Local,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Raddish Red,2021-09-06,Kg,40,50,45.0,2021,9,Monday,10
Raddish White(Local),2021-09-06,Kg,15,20,17.5,2021,9,Monday,5
Raddish White(Hybrid),2021-09-06,Kg,25,30,27.5,2021,9,Monday,5
Brinjal Long,2021-09-06,Kg,40,50,45.0,2021,9,Monday,10
Brinjal Round,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Cow pea(Long),2021-09-06,Kg,70,90,80.0,2021,9,Monday,20
Cowpea(Short),2021-09-06,Kg,100,110,105.0,2021,9,Monday,10
French Bean(Local),2021-09-06,Kg,100,110,105.0,2021,9,Monday,10
French Bean(Hybrid),2021-09-06,Kg,120,130,125.0,2021,9,Monday,10
Sword Bean,2021-09-06,Kg,130,140,135.0,2021,9,Monday,10
Soyabean Green,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Bitter Gourd,2021-09-06,Kg,70,80,75.0,2021,9,Monday,10
Bottle Gourd,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Pointed Gourd(Local),2021-09-06,Kg,70,80,75.0,2021,9,Monday,10
Pointed Gourd(Terai),2021-09-06,Kg,70,80,75.0,2021,9,Monday,10
Snake Gourd,2021-09-06,Kg,40,50,45.0,2021,9,Monday,10
Smooth Gourd,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Sponge Gourd,2021-09-06,Kg,60,70,65.0,2021,9,Monday,10
Pumpkin,2021-09-06,Kg,35,40,37.5,2021,9,Monday,5
Squash(Round),2021-09-06,Kg,40,50,45.0,2021,9,Monday,10
Okara,2021-09-06,Kg,70,80,75.0,2021,9,Monday,10
Arum,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Christophine,2021-09-06,Kg,15,20,17.5,2021,9,Monday,5
Brd Leaf Mustard,2021-09-06,Kg,140,150,145.0,2021,9,Monday,10
Spinach Leaf,2021-09-06,Kg,100,190,145.0,2021,9,Monday,90
Cress Leaf,2021-09-06,Kg,190,200,195.0,2021,9,Monday,10
Mustard Leaf,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Onion Green,2021-09-06,Kg,140,150,145.0,2021,9,Monday,10
Mushroom(Kanya),2021-09-06,Kg,200,220,210.0,2021,9,Monday,20
Neuro,2021-09-06,Kg,110,120,115.0,2021,9,Monday,10
Brocauli,2021-09-06,Kg,300,350,325.0,2021,9,Monday,50
Sugarbeet,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Drumstick,2021-09-06,Kg,180,200,190.0,2021,9,Monday,20
Red Cabbbage,2021-09-06,Kg,350,400,375.0,2021,9,Monday,50
Lettuce,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Celery,2021-09-06,Kg,320,350,335.0,2021,9,Monday,30
Turnip A,2021-09-06,Kg,80,90,85.0,2021,9,Monday,10
Tamarind,2021-09-06,Kg,140,150,145.0,2021,9,Monday,10
Bamboo Shoot,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Tofu,2021-09-06,Kg,90,100,95.0,2021,9,Monday,10
Gundruk,2021-09-06,Kg,200,250,225.0,2021,9,Monday,50
Apple(Fuji),2021-09-06,KG,200,220,210.0,2021,9,Monday,20
Banana,2021-09-06,Doz,120,130,125.0,2021,9,Monday,10
Lime,2021-09-06,Kg,180,200,190.0,2021,9,Monday,20
Pomegranate,2021-09-06,Kg,250,260,255.0,2021,9,Monday,10
Water Melon(Green),2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Sweet Orange,2021-09-06,Kg,120,130,125.0,2021,9,Monday,10
Pineapple,2021-09-06,1 Pc,160,180,170.0,2021,9,Monday,20
Cucumber(Local),2021-09-06,Kg,60,80,70.0,2021,9,Monday,20
Cucumber(Hybrid),2021-09-06,KG,20,25,22.5,2021,9,Monday,5
Jack Fruit,2021-09-06,Kg,40,50,45.0,2021,9,Monday,10
Pear(Local),2021-09-06,Kg,60,70,65.0,2021,9,Monday,10
Pear(Chinese),2021-09-06,Kg,220,230,225.0,2021,9,Monday,10
Papaya(Indian),2021-09-06,Kg,100,110,105.0,2021,9,Monday,10
Guava,2021-09-06,Kg,100,120,110.0,2021,9,Monday,20
Mombin,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Ginger,2021-09-06,Kg,80,90,85.0,2021,9,Monday,10
Chilli Dry,2021-09-06,Kg,300,320,310.0,2021,9,Monday,20
Chilli Green,2021-09-06,Kg,50,60,55.0,2021,9,Monday,10
Chilli Green(Bullet),2021-09-06,KG,90,100,95.0,2021,9,Monday,10
Chilli Green(Machhe),2021-09-06,KG,60,70,65.0,2021,9,Monday,10
Chilli Green(Akbare),2021-09-06,KG,280,300,290.0,2021,9,Monday,20
Capsicum,2021-09-06,Kg,80,90,85.0,2021,9,Monday,10
Garlic Green,2021-09-06,Kg,240,250,245.0,2021,9,Monday,10
Coriander Green,2021-09-06,Kg,300,400,350.0,2021,9,Monday,100
Garlic Dry Chinese,2021-09-06,Kg,200,210,205.0,2021,9,Monday,10
Garlic Dry Nepali,2021-09-06,Kg,160,170,165.0,2021,9,Monday,10
Clive Dry,2021-09-06,Kg,250,280,265.0,2021,9,Monday,30
Clive Green,2021-09-06,Kg,180,200,190.0,2021,9,Monday,20
Fish Fresh(Rahu),2021-09-06,KG,280,290,285.0,2021,9,Monday,10
Fish Fresh(Bachuwa),2021-09-06,KG,225,235,230.0,2021,9,Monday,10
Fish Fresh(Chhadi),2021-09-06,KG,220,230,225.0,2021,9,Monday,10
Fish Fresh(Mungari),2021-09-06,KG,250,260,255.0,2021,9,Monday,10
Tomato Big(Indian),2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Tomato Small(Tunnel),2021-09-07,Kg,15,22,18.5,2021,9,Tuesday,7
Potato Red,2021-09-07,Kg,55,60,57.5,2021,9,Tuesday,5
Potato Red(Indian),2021-09-07,KG,30,32,31.0,2021,9,Tuesday,2
Potato Red(Mude),2021-09-07,Kg,45,50,47.5,2021,9,Tuesday,5
Potato White,2021-09-07,Kg,45,46,45.5,2021,9,Tuesday,1
Onion Dry (Indian),2021-09-07,Kg,45,48,46.5,2021,9,Tuesday,3
Carrot(Local),2021-09-07,Kg,130,140,135.0,2021,9,Tuesday,10
Carrot(Terai),2021-09-07,Kg,110,120,115.0,2021,9,Tuesday,10
Cabbage(Local),2021-09-07,Kg,30,40,35.0,2021,9,Tuesday,10
Cauli Local,2021-09-07,Kg,100,110,105.0,2021,9,Tuesday,10
Raddish Red,2021-09-07,Kg,30,40,35.0,2021,9,Tuesday,10
Raddish White(Local),2021-09-07,Kg,15,20,17.5,2021,9,Tuesday,5
Raddish White(Hybrid),2021-09-07,Kg,25,30,27.5,2021,9,Tuesday,5
Brinjal Long,2021-09-07,Kg,40,50,45.0,2021,9,Tuesday,10
Brinjal Round,2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Cow pea(Long),2021-09-07,Kg,80,100,90.0,2021,9,Tuesday,20
Cowpea(Short),2021-09-07,Kg,80,90,85.0,2021,9,Tuesday,10
French Bean(Local),2021-09-07,Kg,100,120,110.0,2021,9,Tuesday,20
French Bean(Hybrid),2021-09-07,Kg,100,110,105.0,2021,9,Tuesday,10
Sword Bean,2021-09-07,Kg,150,170,160.0,2021,9,Tuesday,20
Soyabean Green,2021-09-07,Kg,70,80,75.0,2021,9,Tuesday,10
Bitter Gourd,2021-09-07,Kg,80,90,85.0,2021,9,Tuesday,10
Bottle Gourd,2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Pointed Gourd(Local),2021-09-07,Kg,80,90,85.0,2021,9,Tuesday,10
Pointed Gourd(Terai),2021-09-07,Kg,80,90,85.0,2021,9,Tuesday,10
Snake Gourd,2021-09-07,Kg,40,50,45.0,2021,9,Tuesday,10
Smooth Gourd,2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Sponge Gourd,2021-09-07,Kg,70,80,75.0,2021,9,Tuesday,10
Pumpkin,2021-09-07,Kg,35,40,37.5,2021,9,Tuesday,5
Squash(Round),2021-09-07,Kg,40,50,45.0,2021,9,Tuesday,10
Okara,2021-09-07,Kg,60,70,65.0,2021,9,Tuesday,10
Arum,2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Christophine,2021-09-07,Kg,15,20,17.5,2021,9,Tuesday,5
Brd Leaf Mustard,2021-09-07,Kg,180,200,190.0,2021,9,Tuesday,20
Spinach Leaf,2021-09-07,Kg,250,300,275.0,2021,9,Tuesday,50
Mustard Leaf,2021-09-07,Kg,60,70,65.0,2021,9,Tuesday,10
Onion Green,2021-09-07,Kg,180,200,190.0,2021,9,Tuesday,20
Mushroom(Kanya),2021-09-07,Kg,220,250,235.0,2021,9,Tuesday,30
Neuro,2021-09-07,Kg,100,110,105.0,2021,9,Tuesday,10
Brocauli,2021-09-07,Kg,300,350,325.0,2021,9,Tuesday,50
Sugarbeet,2021-09-07,Kg,90,100,95.0,2021,9,Tuesday,10
Red Cabbbage,2021-09-07,Kg,320,350,335.0,2021,9,Tuesday,30
Celery,2021-09-07,Kg,350,400,375.0,2021,9,Tuesday,50
Turnip A,2021-09-07,Kg,70,80,75.0,2021,9,Tuesday,10
Tamarind,2021-09-07,Kg,140,150,145.0,2021,9,Tuesday,10
Bamboo Shoot,2021-09-07,Kg,90,100,95.0,2021,9,Tuesday,10
Tofu,2021-09-07,Kg,90,100,95.0,2021,9,Tuesday,10
Gundruk,2021-09-07,Kg,200,250,225.0,2021,9,Tuesday,50
Apple(Jholey),2021-09-07,Kg,200,220,210.0,2021,9,Tuesday,20
Banana,2021-09-07,Doz,110,120,115.0,2021,9,Tuesday,10
Pomegranate,2021-09-07,Kg,260,280,270.0,2021,9,Tuesday,20
Water Melon(Green),2021-09-07,Kg,50,60,55.0,2021,9,Tuesday,10
Sweet Orange,2021-09-07,Kg,120,130,125.0,2021,9,Tuesday,10
Pineapple,2021-09-07,1 Pc,160,180,170.0,2021,9,Tuesday,20
Cucumber(Local),2021-09-07,Kg,70,90,80.0,2021,9,Tuesday,20
Cucumber(Hybrid),2021-09-07,KG,20,25,22.5,2021,9,Tuesday,5
Jack Fruit,2021-09-07,Kg,40,50,45.0,2021,9,Tuesday,10
Pear(Local),2021-09-07,Kg,60,70,65.0,2021,9,Tuesday,10
Pear(Chinese),2021-09-07,Kg,210,220,215.0,2021,9,Tuesday,10
